epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.4456350996575713,26.644800301801506,2.1472674795297477,49.615384578704834,9.938441702975689e-05
2,2.072572675377803,45.803588647168965,1.8431429565869846,56.6153846337245,9.755282581475769e-05
3,1.8795586137405444,50.993633039113114,1.681598596572876,59.153846135506264,9.45503262094184e-05
4,1.7814088327277933,52.69149142113888,1.574596272982084,62.76923080591055,9.045084971874738e-05
5,1.7064677501492995,55.21898513223912,1.526225846363948,63.07692311360286,8.535533905932738e-05
6,1.5376804564511157,60.52479259576343,1.2756258179591253,71.99999996332022,7.938926261462366e-05
7,1.3786089263688224,67.2969322682531,1.187575054535499,77.15384613550626,7.269952498697734e-05
8,1.2801030424141226,71.4451089975757,1.151076963681441,77.3846153662755,6.545084971874738e-05
